Country,Name,Latitude,Longitude,Unit,Type,Model,Net Capacity /MW,Gross Capacity /MW
France,Dampierre,47.73305555555556,2.5166666666666666,2,PWR,CP1,890,937
France,Dampierre,47.73305555555556,2.5166666666666666,3,PWR,CP1,890,937
France,Dampierre,47.73305555555556,2.5166666666666666,4,PWR,CP1,890,937
France,Flamanville,49.53638888888889,-1.8816666666666666,1,PWR,P4 REP 1300,1330,1382
France,Flamanville,49.53638888888889,-1.8816666666666666,2,PWR,P4 REP 1300,1330,1382
France,Golfech,44.10666666666667,0.8452777777777778,1,PWR,P4 REP 1300,1310,1363
France,Golfech,44.10666666666667,0.8452777777777778,2,PWR,P4 REP 1300,1310,1363
France,Gravelines,51.015277777777776,2.136111111111111,1,PWR,CP1,910,951
France,Gravelines,51.015277777777776,2.136111111111111,2,PWR,CP1,910,951
France,Gravelines,51.015277777777776,2.136111111111111,3,PWR,CP1,910,951
France,Gravelines,51.015277777777776,2.136111111111111,4,PWR,CP1,910,951
France,Gravelines,51.015277777777776,2.136111111111111,5,PWR,CP1,910,951
France,Gravelines,51.015277777777776,2.136111111111111,6,PWR,CP1,910,951
France,Nogent,48.515277777777776,3.517777777777778,1,PWR,P4 REP 1300,1310,1363
France,Nogent,48.515277777777776,3.517777777777778,2,PWR,P4 REP 1300,1310,1363
France,Paluel,49.85805555555556,0.6355555555555555,1,PWR,P4 REP 1300,1330,1382
France,Paluel,49.85805555555556,0.6355555555555555,2,PWR,P4 REP 1300,1330,1382
France,Paluel,49.85805555555556,0.6355555555555555,3,PWR,P4 REP 1300,1330,1382
France,Paluel,49.85805555555556,0.6355555555555555,4,PWR,P4 REP 1300,1330,1382
France,Penly,49.97666666666667,1.2119444444444445,1,PWR,P4 REP 1300,1330,1382
France,Penly,49.97666666666667,1.2119444444444445,2,PWR,P4 REP 1300,1330,1382
France,Saint-Alban,45.404444444444444,4.755277777777778,1,PWR,P4 REP 1300,1335,1381
France,Saint-Alban,45.404444444444444,4.755277777777778,2,PWR,P4 REP 1300,1335,1381
France,Saint-Laurent,47.72,1.5775,B-1,PWR,CP2,915,956
France,Saint-Laurent,47.72,1.5775,B-2,PWR,CP2,915,956
France,Tricastin,44.32972222222222,4.732222222222222,1,PWR,CP1,915,955
France,Tricastin,44.32972222222222,4.732222222222222,2,PWR,CP1,915,955
France,Tricastin,44.32972222222222,4.732222222222222,3,PWR,CP1,915,955
France,Tricastin,44.32972222222222,4.732222222222222,4,PWR,CP1,915,955
Germany,Brokdorf,53.850833333333334,9.344722222222222,1,PWR,KWU,1410,1480
Germany,Emsland,52.47423055555556,7.317858333333333,1,PWR,Konvoi (KWU),1329,1400
Germany,Grohnde,52.03527777777778,9.413333333333334,1,PWR,KWU,1360,1430
Germany,Gundremmingen,48.514722222222225,10.402222222222223,3,BWR,BWR-72 (KWU),1288,1344
Germany,Isar,48.605605555555556,12.29315,2,PWR,Konvoi (KWU),1410,1485
Germany,Neckarwestheim,49.041666666666664,9.174999999999999,2,PWR,Konvoi (KWU),1310,1400
Hungary,Paks,46.572500000000005,18.854166666666668,1,PWR,VVER-440 V-213,470,500
Hungary,Paks,46.572500000000005,18.854166666666668,2,PWR,VVER V-213,473,500
Hungary,Paks,46.572500000000005,18.854166666666668,3,PWR,VVER V-213,473,500
Hungary,Paks,46.572500000000005,18.854166666666668,4,PWR,VVER V-213,471,500
India,Kaiga,14.865322222222222,74.43964166666667,1,PHWR,IPHWR-220[43],202,220
India,Kaiga,14.865322222222222,74.43964166666667,2,PHWR,IPHWR-220[43],202,220
India,Kaiga,14.865322222222222,74.43964166666667,3,PHWR,IPHWR-220[43],202,220
India,Kaiga,14.865322222222222,74.43964166666667,4,PHWR,IPHWR-220[43],202,220
India,Kakrapar,21.238611111111112,73.35,1,PHWR,IPHWR-220[43],202,220
India,Kakrapar,21.238611111111112,73.35,2,PHWR,IPHWR-220[43],202,220
India,Kudankulam,8.168888888888889,77.7125,1,PWR,VVER-1000,932,1000
India,Kudankulam,8.168888888888889,77.7125,2,PWR,VVER-1000,932,1000
India,Madras,12.557500000000001,80.17500000000001,1,PHWR,IPHWR-220[43],205,220
India,Madras,12.557500000000001,80.17500000000001,2,PHWR,IPHWR-220[43],205,220
India,Narora,28.158055555555553,78.40944444444445,1,PHWR,IPHWR-220[43],202,220
India,Narora,28.158055555555553,78.40944444444445,2,PHWR,IPHWR-220[43],202,220
India,Rajasthan,24.872222222222224,75.61388888888888,2,PHWR,CANDU/IPHWR-220[43],187,200
India,Rajasthan,24.872222222222224,75.61388888888888,3,PHWR,IPHWR-220[43],202,220
India,Rajasthan,24.872222222222224,75.61388888888888,4,PHWR,IPHWR-220[43],202,220
India,Rajasthan,24.872222222222224,75.61388888888888,5,PHWR,IPHWR-220[43],202,220
India,Rajasthan,24.872222222222224,75.61388888888888,6,PHWR,IPHWR-220[43],202,220
India,Tarapur,19.828980555555557,72.66120555555555,1,BWR,"BWR-1, Mark 1",150,160
India,Tarapur,19.828980555555557,72.66120555555555,2,BWR,"BWR-1, Mark 1",150,160
India,Tarapur,19.828980555555557,72.66120555555555,3,PHWR,IPHWR-540,490,540
India,Tarapur,19.828980555555557,72.66120555555555,4,PHWR,IPHWR-540,490,540
Iran,Bushehr,28.829622222222223,50.88596111111111,1,PWR,VVER-1000,915,1000
Japan,Genkai,33.51555555555556,129.83722222222224,3,PWR,Mitsubishi (4-loop),1127,1180
Japan,Genkai,33.51555555555556,129.83722222222224,4,PWR,Mitsubishi (4-loop),1127,1180
Japan,Ikata,33.490833333333335,132.3113888888889,3,PWR,Mitsubishi (3-loop),846,890
Japan,Ōi,35.540625,135.65203333333335,3,PWR,Mitsubishi (4-loop),1127,1180
Japan,Ōi,35.540625,135.65203333333335,4,PWR,Mitsubishi (4-loop),1127,1180
Japan,Sendai,31.83361111111111,130.18972222222223,1,PWR,M (3-loop),846,890
Japan,Sendai,31.83361111111111,130.18972222222223,2,PWR,Mitsubishi (3-loop),846,890
Japan,Takahama,35.521991666666665,135.50395555555556,3,PWR,Mitsubishi (3-loop),830,870
Japan,Takahama,35.521991666666665,135.50395555555556,4,PWR,Mitsubishi (3-loop),830,870
Mexico,Laguna Verde,19.72083333333333,-96.4063888888889,1,BWR,BWR-5,665,700
Mexico,Laguna Verde,19.72083333333333,-96.4063888888889,2,BWR,BWR-5,665,700
Netherlands,Borssele,51.43083333333333,3.7183333333333333,1,PWR,KWU - PWR,482,515
Pakistan,Chashma,32.390277777777776,71.4625,1,PWR,CNP-300,300,325
Pakistan,Chashma,32.390277777777776,71.4625,2,PWR,CNP-300,300,325
Pakistan,Chashma,32.390277777777776,71.4625,3,PWR,CNP-300,315,340
Pakistan,Chashma,32.390277777777776,71.4625,4,PWR,CNP-300,315,340
Pakistan,Karachi,24.847166666666666,66.78825,1,PHWR,CANDU-137 MW,90,100
Romania,Cernavodă,44.32222222222222,28.057222222222222,1,PHWR,CANDU-6,650,706
Romania,Cernavodă,44.32222222222222,28.057222222222222,2,PHWR,CANDU-6,650,705
Russia,Akademik Lomonosov,69.7,170.316667,1,PWR,KLT-40S,32,35
Russia,Akademik Lomonosov,69.7,170.316667,2,PWR,KLT-40S,32,35
Russia,Balakovo,52.09111111111111,47.95527777777778,1,PWR,VVER-1000,950,1000
Russia,Balakovo,52.09111111111111,47.95527777777778,2,PWR,VVER-1000,950,1000
Russia,Balakovo,52.09111111111111,47.95527777777778,3,PWR,VVER-1000,950,1000
Russia,Balakovo,52.09111111111111,47.95527777777778,4,PWR,VVER-1000,950,1000
Russia,Beloyarsk,56.84166666666667,61.322500000000005,3,SFR,BN-600,560,600
Russia,Beloyarsk,56.84166666666667,61.322500000000005,4,SFR,BN-800,789,864
Russia,Bilibino,68.05027777777778,166.53861111111112,2,LWGR,EGP-6,11,12
Russia,Bilibino,68.05027777777778,166.53861111111112,3,LWGR,EGP-6,11,12
Russia,Bilibino,68.05027777777778,166.53861111111112,4,LWGR,EGP-6,11,12
Russia,Kalinin,57.90555555555555,35.06027777777778,1,PWR,VVER-1000,950,1000
Russia,Kalinin,57.90555555555555,35.06027777777778,2,PWR,VVER-1000,950,1000
Russia,Kalinin,57.90555555555555,35.06027777777778,3,PWR,VVER-1000,950,1000
Russia,Kalinin,57.90555555555555,35.06027777777778,4,PWR,VVER-1000,950,1000
Russia,Kola,67.46666666666667,32.46666666666667,1,PWR,VVER-440 V-230,441,440
Russia,Kola,67.46666666666667,32.46666666666667,2,PWR,VVER-440 V-230,441,440
Russia,Kola,67.46666666666667,32.46666666666667,3,PWR,VVER-440 V-213,441,440
Russia,Kola,67.46666666666667,32.46666666666667,4,PWR,VVER-440 V-213,441,440
Russia,Kursk,51.675,35.605555555555554,1,LWGR,RBMK-1000,925,1000
Russia,Kursk,51.675,35.605555555555554,2,LWGR,RBMK-1000,925,1000
Russia,Kursk,51.675,35.605555555555554,3,LWGR,RBMK-1000,925,1000
Russia,Kursk,51.675,35.605555555555554,4,LWGR,RBMK-1000,925,1000
Russia,Leningrad,59.84722222222222,29.04361111111111,3,LWGR,RBMK-1000,925,1000
Russia,Leningrad,59.84722222222222,29.04361111111111,4,LWGR,RBMK-1000,925,1000
Russia,Leningrad II,59.84722222222222,29.04361111111111,1,PWR,VVER-1200,1085,1187
Russia,Novovoronezh,51.275,39.2,4,PWR,VVER 440 V-179,385,417
Russia,Novovoronezh,51.275,39.2,5,PWR,VVER-1000,950,1000
Russia,Novovoronezh II,51.275,39.2,1,PWR,VVER-1200,1114,1180
Russia,Novovoronezh II,51.275,39.2,2,PWR,VVER-1200,1114,1195
Russia,Rostov,47.59934166666667,42.371877777777776,1,PWR,VVER-1000,950,1000
Russia,Rostov,47.59934166666667,42.371877777777776,2,PWR,VVER-1000,950,1000
Russia,Rostov,47.59934166666667,42.371877777777776,3,PWR,VVER-1000,950,1000
Russia,Rostov,47.59934166666667,42.371877777777776,4,PWR,VVER-1000,1011,1030
Russia,Smolensk,54.16916111111111,33.246636111111115,1,LWGR,RBMK-1000,925,1000
Russia,Smolensk,54.16916111111111,33.246636111111115,2,LWGR,RBMK-1000,925,1000
Russia,Smolensk,54.16916111111111,33.246636111111115,3,LWGR,RBMK-1000,925,1000
Slovakia,Bohunice,48.49444444444445,17.681944444444447,3,PWR,VVER-440 V-213,472,505
Slovakia,Bohunice,48.49444444444445,17.681944444444447,4,PWR,VVER-440 V-213,471,505
Slovakia,Mochovce,48.263888888888886,18.456944444444442,1,PWR,VVER-440 V-213,436,470
Slovakia,Mochovce,48.263888888888886,18.456944444444442,2,PWR,VVER-440 V-213,436,470
Slovenia,Krško,45.93833333333333,15.515555555555556,1,PWR,Westinghouse (WH) 212,688,727
South Africa,Koeberg,-33.67644444444444,18.432047222222224,1,PWR,CP-1 (France),930,970
South Africa,Koeberg,-33.67644444444444,18.432047222222224,2,PWR,CP-1 (France),930,970
South Korea,Hanbit,35.415,126.4238888888889,1,PWR,Westinghouse F,960,996
South Korea,Hanbit,35.415,126.4238888888889,2,PWR,WH F,958,993
South Korea,Hanbit,35.415,126.4238888888889,3,PWR,OPR-1000,997,1050
South Korea,Hanbit,35.415,126.4238888888889,4,PWR,OPR-1000,997,1049
South Korea,Hanbit,35.415,126.4238888888889,5,PWR,OPR-1000,997,1053
South Korea,Hanbit,35.415,126.4238888888889,6,PWR,OPR-1000,995,1052
South Korea,Hanul,37.09277777777778,129.3836111111111,1,PWR,France CPI,960,1003
South Korea,Hanul,37.09277777777778,129.3836111111111,2,PWR,France CPI,962,1008
South Korea,Hanul,37.09277777777778,129.3836111111111,3,PWR,OPR-1000,994,1050
South Korea,Hanul,37.09277777777778,129.3836111111111,4,PWR,OPR-1000,998,1053
South Korea,Hanul,37.09277777777778,129.3836111111111,5,PWR,OPR-1000,996,1051
South Korea,Hanul,37.09277777777778,129.3836111111111,6,PWR,OPR-1000,996,1051
South Korea,Kori,35.319904,129.290053,2,PWR,WH F,640,681
South Korea,Kori,35.319904,129.290053,3,PWR,WH F,1011,1044
South Korea,Kori,35.319904,129.290053,4,PWR,WH F,1012,1044
South Korea,Shin-Kori,35.319904,129.290053,1,PWR,OPR-1000,996,1046
South Korea,Shin-Kori,35.319904,129.290053,2,PWR,OPR-1000,996,1047
South Korea,Shin-Kori,35.319904,129.290053,3,PWR,APR-1400,1416,1486
South Korea,Shin-Kori,35.319904,129.290053,4,PWR,APR-1400,1418,1455
South Korea,Wolsong,35.71666666666667,129.4777777777778,2,PHWR,CANDU-6,655,678
South Korea,Wolsong,35.71666666666667,129.4777777777778,3,PHWR,CANDU-6,684,698
South Korea,Wolsong,35.71666666666667,129.4777777777778,4,PHWR,CANDU-6,688,703
South Korea,Shin-Wolsong,35.71666666666667,129.4777777777778,1,PWR,OPR-1000,991,1043
South Korea,Shin-Wolsong,35.71666666666667,129.4777777777778,2,PWR,OPR-1000,960,1000
Spain,Almaraz,39.808055555555555,-5.696944444444445,1,PWR,Westinghouse 3 loops,1011,1049
Spain,Almaraz,39.808055555555555,-5.696944444444445,2,PWR,WH 3 loops,1006,1044
Spain,Ascó,41.2,0.5694444444444444,1,PWR,WH 3 loops,995,1033
Spain,Ascó,41.2,0.5694444444444444,2,PWR,WH-3 loops,997,1035
Spain,Cofrentes,39.21666666666667,-1.05,1,BWR,BWR-6,1064,1102
Spain,Trillo,40.70111111111111,-2.6219444444444444,1,PWR,KWU 3 loops,1003,1066
Spain,Vandellòs,40.95138888888889,0.8666666666666667,2,PWR,WH 3 loops,1045,1087
Sweden,Forsmark,60.40333333333333,18.166666666666668,1,BWR,"ASEA-III, BWR-2500",986,1022
Sweden,Forsmark,60.40333333333333,18.166666666666668,2,BWR,"ASEA-III, BWR-2500",1116,1156
Sweden,Forsmark,60.40333333333333,18.166666666666668,3,BWR,"ASEA-IV, BWR-3000",1167,1203
Sweden,Oskarshamn,57.41555555555556,16.671111111111113,3,BWR,"ASEA-III, BWR-3000",1400,1450
Sweden,Ringhals,57.25972222222222,12.110833333333334,1,BWR,ASEA-I,881,910
Sweden,Ringhals,57.25972222222222,12.110833333333334,3,PWR,WH 3-loops,1062,1117
Sweden,Ringhals,57.25972222222222,12.110833333333334,4,PWR,WH 3-loops,1104,1171
Switzerland,Beznau,47.552107,8.228492,1,PWR,WH 2-loops,365,380
Switzerland,Beznau,47.552107,8.228492,2,PWR,WH 2-loops,365,380
Switzerland,Gösgen,47.36611111111111,7.966666666666667,1,PWR,KWU 3-loops,1010,1060
Switzerland,Leibstadt,47.60305555555556,8.184722222222222,1,BWR,BWR-6,1220,1275
Taiwan,Kuosheng,25.202777777777776,121.66250000000001,1,BWR,BWR-6,985,"1,020"
Taiwan,Kuosheng,25.202777777777776,121.66250000000001,2,BWR,BWR-6,985,"1,020"
Taiwan,Maanshan,21.958333333333332,120.75138888888888,1,PWR,WH 312 3-loop,926,951
Taiwan,Maanshan,21.958333333333332,120.75138888888888,2,PWR,WH 312 3-loop,928,951
Ukraine,Khmelnytskyi,50.301405555555554,26.64975,1,PWR,VVER-1000,950,1000
Ukraine,Khmelnytskyi,50.301405555555554,26.64975,2,PWR,VVER-1000,950,1000
Ukraine,Rivne,51.32777777777778,25.891666666666666,1,PWR,VVER-440 V-213,381,420
Ukraine,Rivne,51.32777777777778,25.891666666666666,2,PWR,VVER-440 V-213,376,415
Ukraine,Rivne,51.32777777777778,25.891666666666666,3,PWR,VVER-1000,950,1000
Ukraine,Rivne,51.32777777777778,25.891666666666666,4,PWR,VVER-1000,950,1000
Ukraine,South Ukraine,47.81666666666667,31.216666666666665,1,PWR,VVER-1000,950,1000
Ukraine,South Ukraine,47.81666666666667,31.216666666666665,2,PWR,VVER-1000,950,1000
Ukraine,South Ukraine,47.81666666666667,31.216666666666665,3,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,1,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,2,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,3,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,4,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,5,PWR,VVER-1000,950,1000
Ukraine,Zaporizhzhia,47.51222222222222,34.58583333333333,6,PWR,VVER-1000,950,1000
United Kingdom,Dungeness,50.913889,0.963889,B-1,GCR,AGR,520,615
United Kingdom,Dungeness,50.913889,0.963889,B-2,GCR,AGR,520,615
United Kingdom,Hartlepool,54.635,-1.1808333333333334,1,GCR,AGR,595,655
United Kingdom,Hartlepool,54.635,-1.1808333333333334,2,GCR,AGR,585,655
United Kingdom,Heysham,54.028888888888886,-2.916111111111111,A-1,GCR,AGR,585,625
United Kingdom,Heysham,54.028888888888886,-2.916111111111111,A-2,GCR,AGR,575,625
United Kingdom,Heysham,54.028888888888886,-2.916111111111111,B-1,GCR,AGR,610,680
United Kingdom,Heysham,54.028888888888886,-2.916111111111111,B-2,GCR,AGR,610,680
United Kingdom,Hinkley Point B,51.209034,-3.127477,1,GCR,AGR,435,655
United Kingdom,Hinkley Point B,51.209034,-3.127477,2,GCR,AGR,435,655
United Kingdom,Hunterston B,55.72209,-4.89009,1,GCR,AGR,460,644
United Kingdom,Hunterston B,55.72209,-4.89009,2,GCR,AGR,460,644
United Kingdom,Sizewell B,52.215,1.61972,1,PWR,WH SNUPPS,1191,1250
United Kingdom,Torness,55.96799,-2.40908,1,GCR,AGR,595,682
United Kingdom,Torness,55.96799,-2.40908,2,GCR,AGR,595,682
United States,Arkansas Nuclear One,35.31027777777778,-93.23138888888889,1,PWR,B & W (DRY-Cont.),,846
United States,Arkansas Nuclear One,35.31027777777778,-93.23138888888889,2,PWR,CE (DRY),,930
United States,Beaver Valley,40.623333333333335,-80.43055555555556,"1
",PWR,WH 3-loop (DRY),,970
United States,Beaver Valley,40.623333333333335,-80.43055555555556,"2
",PWR,WH 3-loop (DRY),,920
United States,Braidwood,41.243611111111115,-88.22916666666667,,PWR,WH 4-loop (DRY),,"1,121"
United States,Browns Ferry,34.70388888888889,-87.11861111111111,1,BWR,BWR-4 (WET),,"1,310"
United States,Browns Ferry,34.70388888888889,-87.11861111111111,"2
",BWR,BWR-4 (WET),,"1,310"
United States,Browns Ferry,34.70388888888889,-87.11861111111111,"3
",BWR,BWR-4 (WET),,"1,310"
United States,Brunswick,33.958333333333336,-78.01027777777777,1,BWR,BWR-4 (WET),,938
United States,Brunswick,33.958333333333336,-78.01027777777777,2,BWR,BWR-4 (WET),,920
United States,Byron,42.07416666666667,-89.28194444444445,1,PWR,WH 4-loop (DRY),,"1,168"
United States,Byron,42.07416666666667,-89.28194444444445,2,PWR,WH 4-loop (DRY),,"1,168"
United States,Callaway,38.76166666666666,-91.78,1,PWR,WH 4-loop (DRY),,"1,300"
United States,Calvert Cliffs,38.43194444444444,-76.44222222222223,1,PWR,CE 2-loop (DRY),,873
United States,Calvert Cliffs,38.43194444444444,-76.44222222222223,2,PWR,CE 2-loop (DRY),,863
United States,Catawba,35.05166666666667,-81.07,1,PWR,WH 4-loop (ICECOND.),,"1,129"
United States,Catawba,35.05166666666667,-81.07,2,PWR,WH 4-loop (ICECOND.),,"1,129"
United States,Clinton,40.17222222222222,-88.835,1,BWR,BWR-6 (WET),,"1,043"
United States,Columbia,46.471111111111114,-119.33388888888888,1,BWR,BWR-5 (WET),,"1,170"
United States,Comanche Peak,32.29833333333333,-97.785,1,PWR,WH 4-loop (DRY),,"1,084"
United States,Comanche Peak,32.29833333333333,-97.785,2,PWR,WH 4-loop (DRY),,"1,124"
United States,Cooper,40.36194444444445,-95.6413888888889,1,BWR,BWR-4 (WET),,770
United States,Davis-Besse,41.59666666666667,-83.08638888888889,1,PWR,B & W (DRY),,965
United States,Diablo Canyon,35.21083333333333,-120.8561111111111,1,PWR,WH DRY,,"1,122"
United States,Diablo Canyon,35.21083333333333,-120.8561111111111,2,PWR,WH DRY,,"1,118"
United States,Donald C. Cook,41.97555555555556,-86.56527777777778,1,PWR,WH (ICECOND.),,"1,020"
United States,Donald C. Cook,41.97555555555556,-86.56527777777778,2,PWR,WH (ICECOND.),,"1,090"
United States,Dresden,41.38972222222222,-88.26805555555555,2,BWR,BWR-3 (WET),,867
United States,Dresden,41.38972222222222,-88.26805555555555,3,BWR,BWR-3 (WET),,867
United States,Edwin I. Hatch,31.934166666666666,-82.34388888888888,1,BWR,BWR-4 (WET),,924
United States,Edwin I. Hatch,31.934166666666666,-82.34388888888888,2,BWR,BWR-4 (WET),,924
United States,Fermi,41.96277777777778,-83.2575,2,BWR,BWR-4 (WET),,"1,098"
United States,Ginna,43.27777777777778,-77.31,1,PWR,WH 2-loop (DRY),,610
United States,Grand Gulf,32.007222222222225,-91.04777777777778,1,BWR,BWR-6 (WET),,"1,500"
United States,H. B. Robinson,34.40277777777778,-80.15833333333335,1,PWR,WH 3-loop (DRY),,735
United States,Hope Creek,39.467777777777776,-75.53805555555556,1,BWR,BWR-4 (WET),,"1,059"
United States,Indian Point,41.26972222222222,-73.95222222222222,3,PWR,WH 4-loop (DRY),,"1,051"
United States,James A. FitzPatrick,43.52333333333333,-76.39833333333333,1,BWR,BWR-4 (WET),,838
United States,Joseph M. Farley,31.223055555555554,-85.11166666666666,1,PWR,WH (DRY),,900
United States,Joseph M. Farley,31.223055555555554,-85.11166666666666,2,PWR,WH (DRY),,920
